T	P	log10(P)	fl	fs	phase_name	Q	H_Latent	H_tot	f_tot(@Liquid)	x(Al)	x(Mo)	x(Ni)	f(@Liquid)	G	w(Al)	w(Mo)	w(Ni)	Label	Cp	H_Latent_1	
K	bar	SI	mole/mole	mole/mole		J/mole	J/mole	J/mole		mole/mole	mole/mole	mole/mole	mole/mole	J/mole	kg/kg	kg/kg	kg/kg		J/(mole K)		
1066.803986	1	5	0.009337036773	0.9906629632	Liquid+Fcc+Fcc	-36708.840098	-15772.25826	-1126.559418	0.009337036773	0.17	0.03	0.8	0.878701775	-61358.23359	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.82102551	-15772.25826	
1064.243986	1	5	0.008044714925	0.9919552851	Liquid+Fcc+Fcc	-36785.489273	-15766.26309	-1203.208593	0.008044714925	0.17	0.03	0.8	0.8615918648	-61406.32786	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.80320211	-15766.26309	
1061.683986	1	5	0.006803200272	0.9931967997	Liquid+Fcc+Fcc	-36861.589708	-15759.76467	-1279.309028	0.006803200272	0.17	0.03	0.8	0.845673257	-61482.44545	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.78639454	-15759.76467	
1059.123986	1	5	0.005666697333	0.9943333027	Liquid+Fcc+Fcc	-36937.37477	-15752.9962	-1355.09409	0.005666697333	0.17	0.03	0.8	0.8329458352	-61585.0607	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.77064273	-15752.9962	
1056.563986	1	5	0.004673379041	0.995326621	Liquid+Fcc+Fcc	-37013.251767	-15746.36477	-1430.971087	0.004673379041	0.17	0.03	0.8	0.8247094854	-61710.37037	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.75591009	-15746.36477	
1054.003986	1	5	0.003837713602	0.9961622864	Liquid+Fcc+Fcc	-37089.640131	-15740.28967	-1507.359451	0.003837713602	0.17	0.03	0.8	0.8211860345	-61853.06086	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.74210075	-15740.28967	
1051.443986	1	5	0.00315353127	0.9968464687	Liquid+Fcc+Fcc	-37166.817142	-15735.04795	-1584.536462	0.00315353127	0.17	0.03	0.8	0.8217213678	-62007.44008	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.72908502	-15735.04795	
1048.883986	1	5	0.002602472268	0.9973975277	Liquid+Fcc+Fcc	-37244.872514	-15730.72912	-1662.591834	0.002602472268	0.17	0.03	0.8	0.8252565283	-62168.37709	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.71682237	-15730.72912	
1046.323986	1	5	0.002161939156	0.9978380608	Liquid+Fcc+Fcc	-37323.754036	-15727.28073	-1741.473356	0.002161939156	0.17	0.03	0.8	0.8307251463	-62331.78758	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.7051948	-15727.28073	
1043.763986	1	5	0.001810097613	0.9981899024	Liquid+Fcc+Fcc	-37403.338074	-15724.57902	-1821.057394	0.001810097613	0.17	0.03	0.8	0.8372565013	-62494.7196	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.69411275	-15724.57902	
1041.203986	1	5	0.001528127665	0.9984718723	Liquid+Fcc+Fcc	-37483.48332	-15722.48243	-1901.20264	0.001528127665	0.17	0.03	0.8	0.8442238993	-62655.21153	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.68359851	-15722.48243	
1038.643986	1	5	0.001300765695	0.9986992343	Liquid+Fcc+Fcc	-37564.059538	-15720.86052	-1981.778858	0.001300765695	0.17	0.03	0.8	0.8512153302	-62812.07349	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.67356972	-15720.86052	
1036.083986	1	5	0.001116031837	0.9988839682	Liquid+Fcc+Fcc	-37644.958295	-15719.60465	-2062.677615	0.001116031837	0.17	0.03	0.8	0.8579806811	-62964.67475	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.66401334	-15719.60465	
1033.523986	1	5	0.0009646774223	0.9990353226	Liquid+Fcc+Fcc	-37726.093977	-15718.62895	-2143.813297	0.0009646774223	0.17	0.03	0.8	0.8643816333	-63112.76964	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.65492115	-15718.62895	
1030.963986	1	5	0	1	Fcc+Fcc	-37815.725798	-15726.19233	-2233.445118	0	0.17	0.03	0.8		-60998.01031	0.08428847432	0.05288909094	0.8628224347	Fcc+Fcc	30.67282752	-15726.19233	
